title,city,country,source_file,status,provider,license,source_page,media_url,local_asset
Cinnamon Bun,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Finnish Design,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Finnish Filter Coffee,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Finnish Sauna Culture,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Helsinki Cathedral,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Oodi Library,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Salmon Soup,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Suomenlinna,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Temppeliaukio Church,Helsinki,Finland,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Alpine lake culture,Annecy,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Chocolat chaud,Annecy,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Lake Annecy old town,Annecy,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Savoy apple,Annecy,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Savoy biscuit,Annecy,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Tartiflette,Annecy,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Café crème,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Canelé,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Dunes blanches,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Entrecôte à la bordelaise,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Miroir d\,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Place de la Bourse,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Porte Cailhau,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Quayside market culture,Bordeaux,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Basilica of Notre-Dame de Fourvière,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Bouchon dining culture,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Café,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Parc de la Tête d\,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Praline Tart,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Quenelle,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Salade Lyonnaise,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Vieux Lyon,Lyon,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Anise aperitif culture,Marseille,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Bouillabaisse,Marseille,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Mediterranean port culture,Marseille,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Navettes,Marseille,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Provence melon,Marseille,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Vieux-Port,Marseille,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Castle Hill,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Cours Saleya,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Pastis,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Pissaladière,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Promenade des Anglais,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Riviera market culture,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Salade Niçoise,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Socca,Nice,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Arc de Triomphe,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
CafÃ© au Lait,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Café crème,Paris,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Café terrace culture,Paris,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Chocolat chaud,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Covered passages & bookshop culture,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Croissant,Paris,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Croque Monsieur,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Duck Confit,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Eiffel Tower,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
French market strawberries,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
French Onion Soup,Paris,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
French Perfume,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Louvre Museum,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Luxembourg Gardens,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Macaron,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Montmartre & Sacré-Cœur,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Musée d'Orsay,Paris,France,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Notre-Dame,Paris,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Notre-Dame de Paris,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Paris CafÃ© Culture,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Sainte-Chapelle,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Steak Frites,Paris,France,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Alsatian winstub culture,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Choucroute,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Kougelhopf,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Local apple juice,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Palais Rohan,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Petite France,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Strasbourg Cathedral,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Tarte Flambée,Strasbourg,France,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Capitole & Garonne,Toulouse,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Cassoulet,Toulouse,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Citron pressé,Toulouse,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Pink-city café culture,Toulouse,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Southwest plum,Toulouse,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Violette candy,Toulouse,France,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
AmpelmÃ¤nnchen,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Apfelschorle,Berlin,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Berlin Cathedral,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Berlin Club Culture,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Berliner Pfannkuchen,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Brandenburg asparagus,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Brandenburg Gate,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Checkpoint Charlie area,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Club-Mate,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Currywurst,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Döner Kebab Berlin style,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
East Side Gallery,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Kreuzberg canal walk,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Königsberger Klopse,Berlin,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Museum Island,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Pretzel,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Reichstag & government quarter,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Reichstag Building,Berlin,Germany,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Schnitzel,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Späti and street culture,Berlin,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Sunday flea-market culture,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Tempelhofer Feld,Berlin,Germany,edible/lib/features/explore/data/datasources/flagship_city_catalog.dart,UNRESOLVED,,,,,
Apfelschorle,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Cologne Cathedral,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Halver Hahn,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Himmel un Ääd,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Hohenzollern Bridge,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Kölsch tavern culture,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Museum Ludwig,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Mutzenmandeln,Cologne,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Apfelschorle,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Dresdner Eierschecke,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Dresdner Stollen,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Elbe promenade culture,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Frauenkirche,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Semperoper,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Sächsischer Sauerbraten,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Zwinger Palace,Dresden,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Apfelschorle,Frankfurt,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Brezel,Frankfurt,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Frankfurter Grüne Soße,Frankfurt,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Hessian apple,Frankfurt,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Main river & museum culture,Frankfurt,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Römerberg,Frankfurt,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Elbphilharmonie,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Fischbrötchen,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Franzbrötchen,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Fritz-Kola,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Harbor culture,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Labskaus,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Speicherstadt,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
St Michael\,Hamburg,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Apple spritzer,Heidelberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Heidelberg Castle quarter,Heidelberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Käsespätzle,Heidelberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Old university town culture,Heidelberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Rhine-Neckar grapes,Heidelberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Studentenkuss chocolate,Heidelberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Bavarian beer-hall etiquette,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Brezel,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
English Garden,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Marienplatz,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Nymphenburg Palace,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Schweinshaxe,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Spezi,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Weißwurst,Munich,Germany,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Franconian old-town culture,Nuremberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Franconian plum,Nuremberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Imperial Castle quarter,Nuremberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Lebkuchen,Nuremberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Nürnberger Rostbratwurst,Nuremberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Spezi,Nuremberg,Germany,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Acropolis,Athens,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Acropolis Museum,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Acropolis of Athens,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Ancient Agora,Athens,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Ancient Agora of Athens,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Greek Coffee,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Greek Olive Oil,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Kafeneio culture,Athens,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Loukoumades,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Moussaka,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
National Archaeological Museum,Athens,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Panathenaic Stadium,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Rebetiko Culture,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Souvlaki,Athens,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Temple of Olympian Zeus,Athens,Greece,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Boureki,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Chania Lighthouse,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Cretan hospitality,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Dakos,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Kalitsounia,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Maritime Museum,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Mountain tea,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Old Venetian Harbor,Chania,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Corfu kumquat,Corfu,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Corfu old town,Corfu,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Ginger beer,Corfu,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Ionian island culture,Corfu,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Kumquat sweets,Corfu,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Sofrito,Corfu,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Bougatsa,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Cretan meze culture,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Dakos,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Greek coffee,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Heraklion Archaeological Museum,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Kalitsounia,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Koules Fortress,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Morosini Fountain,Heraklion,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Meteora monastery landscape,Meteora,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Metsovone cheese tasting,Meteora,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Mountain tea,Meteora,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Spoon sweets,Meteora,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Thessaly grapes,Meteora,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Thessaly monastic heritage,Meteora,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Argolis orange,Nafplio,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Greek coffee,Nafplio,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Loukoumades,Nafplio,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Moussaka,Nafplio,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Nafplio old town,Nafplio,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Peloponnese evening paseo,Nafplio,Greece,edible/lib/features/explore/data/datasources/global_launch_expansion_catalog.dart,UNRESOLVED,,,,,
Greek coffee,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Island taverna culture,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Mandraki Harbor,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Melekouni,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Palace of the Grand Master,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Pitaroudia,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Street of the Knights,Rhodes,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Ano Poli,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Bougatsa,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Frappé,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Late-night waterfront culture,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Rotunda,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Soutzoukakia,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Trigona Panoramatos,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
White Tower,Thessaloniki,Greece,edible/lib/features/explore/data/datasources/global_explore_catalog.dart,UNRESOLVED,,,,,
Buda Castle,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Fisherman's Bastion,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
FrÃ¶ccs,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Goulash,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
House of Terror Museum,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Hungarian Paprika,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
Hungarian Parliament Building,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
KÃ¼rtÅskalÃ¡cs,Budapest,Hungary,edible/lib/features/explore/data/datasources/world_flagship_catalog.dart,UNRESOLVED,,,,,
